source,degree,university_name,ccaa,sector_hint,modality_hint,fetch_ts,url
educaweb,primaria,Universidad de Alcalá de Henares,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Almería,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Cádiz,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Córdoba,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Deusto,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Extremadura,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Granada,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Huelva,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Jaén,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de La Rioja,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de León,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Málaga,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Murcia,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Salamanca,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Sevilla,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Valencia,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Valladolid,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Europea del Atlántico,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
